Processing audios/2.wav
ASR Result:   | Latency:  0.06020855903625488
ASR Result:   | Latency:  0.049237966537475586
ASR Result:   | Latency:  0.09384441375732422
ASR Result: so  | Latency:  0.054761409759521484
ASR Result: so  | Latency:  0.09375357627868652
ASR Result: so and  | Latency:  0.05023193359375
ASR Result: so and and  | Latency:  0.07992362976074219
ASR Result: so and and i  | Latency:  0.10175204277038574
ASR Result: so and and i want to  | Latency:  0.07250642776489258
ASR Result: so and and i want to go  | Latency:  0.08344721794128418
ASR Result: so and and i want to go  | Latency:  0.1119070053100586
ASR Result: so and and i want to go if  | Latency:  0.08387994766235352
ASR Result: so and and i want to go if  | Latency:  0.09360337257385254
ASR Result: so and and i want to go if  | Latency:  0.04775667190551758
ASR Result: so and and i want to go if i do  | Latency:  0.06959772109985352
ASR Result: so and and i want to go if i do go  | Latency:  0.08382415771484375
ASR Result: so and and i want to go if i do go to  | Latency:  0.1037743091583252
ASR Result: so and and i want to go if i do go to sco  | Latency:  0.0629892349243164
ASR Result: so and and i want to go if i do go to sco  | Latency:  0.07838606834411621
ASR Result: so and and i want to go if i do go to sco you know  | Latency:  0.0679171085357666
ASR Result: so and and i want to go if i do go to sco you know i  | Latency:  0.09365439414978027
ASR Result: so and and i want to go if i do go to sco you know i just vis  | Latency:  0.10794687271118164
ASR Result: so and and i want to go if i do go to sco you know i just visit  | Latency:  0.07456278800964355
ASR Result: so and and i want to go if i do go to sco you know i just visit some  | Latency:  0.09319639205932617
ASR Result: so and and i want to go if i do go to sco you know i just visit some cast  | Latency:  0.10739922523498535
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles  | Latency:  0.07636237144470215
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and  | Latency:  0.09529590606689453
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.10884761810302734
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.07895183563232422
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.10773491859436035
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.07410335540771484
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think  | Latency:  0.0989079475402832
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think  | Latency:  0.0659182071685791
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd  | Latency:  0.09552145004272461
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd be  | Latency:  0.0625295639038086
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd be awes  | Latency:  0.09441065788269043
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd be awesome  | Latency:  0.0663292407989502
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.1132810115814209
Processing audios/8.wav
ASR Result:   | Latency:  0.05417132377624512
ASR Result:   | Latency:  0.12171673774719238
ASR Result:   | Latency:  0.058957815170288086
ASR Result:   | Latency:  0.09996271133422852
ASR Result:   | Latency:  0.08421707153320312
ASR Result:   | Latency:  0.06554031372070312
ASR Result:   | Latency:  0.11057758331298828
ASR Result:   | Latency:  0.08381032943725586
ASR Result:   | Latency:  0.05993962287902832
ASR Result:   | Latency:  0.10856151580810547
ASR Result:   | Latency:  0.08729839324951172
ASR Result:   | Latency:  0.06494975090026855
ASR Result:   | Latency:  0.11788535118103027
ASR Result:   | Latency:  0.10004687309265137
ASR Result:   | Latency:  0.07584476470947266
ASR Result: only  | Latency:  0.06763577461242676
ASR Result: only male  | Latency:  0.06093788146972656
ASR Result: only male when  | Latency:  0.10399961471557617
ASR Result: only male when the  | Latency:  0.0829765796661377
ASR Result: only male when the class  | Latency:  0.06516790390014648
ASR Result: only male when the class  | Latency:  0.11201930046081543
ASR Result: only male when the class was  | Latency:  0.1033322811126709
ASR Result: only male when the class was incre  | Latency:  0.08703112602233887
ASR Result: only male when the class was incredibly  | Latency:  0.11649060249328613
ASR Result: only male when the class was incredibly eye  | Latency:  0.10585188865661621
ASR Result: only male when the class was incredibly eye open  | Latency:  0.10583281517028809
ASR Result: only male when the class was incredibly eye opening  | Latency:  0.10185980796813965
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.09228014945983887
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.06803441047668457
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.1020042896270752
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.07736539840698242
ASR Result: only male when the class was incredibly eye opening for me and  | Latency:  0.1132211685180664
ASR Result: only male when the class was incredibly eye opening for me and  | Latency:  0.08766055107116699
ASR Result: only male when the class was incredibly eye opening for me and that  | Latency:  0.09752321243286133
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.08074545860290527
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.11483645439147949
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.09952425956726074
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.08322501182556152
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.12567138671875
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.1040949821472168
ASR Result: only male when the class was incredibly eye opening for me and that was great  | Latency:  0.09854555130004883
ASR Result: only male when the class was incredibly eye opening for me and that was great  | Latency:  0.09900450706481934
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.08763432502746582
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.06568551063537598
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.1039881706237793
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.08994555473327637
ASR Result: only male when the class was incredibly eye opening for me and that was great my said  | Latency:  0.08263421058654785
ASR Result: only male when the class was incredibly eye opening for me and that was great my said  | Latency:  0.0713808536529541
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know  | Latency:  0.11789155006408691
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know  | Latency:  0.11443781852722168
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're  | Latency:  0.1224067211151123
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested  | Latency:  0.39134764671325684
