Processing audios/4.wav
ASR Result:   | Latency:  0.1016092300415039
ASR Result:   | Latency:  0.18913030624389648
ASR Result:   | Latency:  0.19748330116271973
ASR Result:   | Latency:  0.20056390762329102
ASR Result: no  | Latency:  0.10413026809692383
ASR Result: no  | Latency:  0.1047513484954834
ASR Result: no  | Latency:  0.1117696762084961
ASR Result: no i  | Latency:  0.11140298843383789
ASR Result: no i don't  | Latency:  0.12907814979553223
ASR Result: no i don't  | Latency:  0.14716339111328125
ASR Result: no i don't mean  | Latency:  0.15774893760681152
ASR Result: no i don't mean  | Latency:  0.16434383392333984
ASR Result: no i don't mean  | Latency:  0.1664140224456787
ASR Result: no i don't mean  | Latency:  0.18421244621276855
ASR Result: no i don't mean  | Latency:  0.18693304061889648
ASR Result: no i don't mean i  | Latency:  0.2031247615814209
ASR Result: no i don't mean i  | Latency:  0.10784602165222168
ASR Result: no i don't mean i  | Latency:  0.11646604537963867
ASR Result: no i don't mean i  | Latency:  0.11968016624450684
ASR Result: no i don't mean i will  | Latency:  0.12876558303833008
ASR Result: no i don't mean i will drink  | Latency:  0.12413859367370605
ASR Result: no i don't mean i will drink like  | Latency:  0.11856937408447266
ASR Result: no i don't mean i will drink like one or  | Latency:  0.12078070640563965
ASR Result: no i don't mean i will drink like one or two  | Latency:  0.11213946342468262
ASR Result: no i don't mean i will drink like one or two drinks  | Latency:  0.11783814430236816
ASR Result: no i don't mean i will drink like one or two drinks  | Latency:  0.11635732650756836
ASR Result: no i don't mean i will drink like one or two drinks  | Latency:  0.1152956485748291
ASR Result: no i don't mean i will drink like one or two drinks  | Latency:  0.12278389930725098
ASR Result: no i don't mean i will drink like one or two drinks  | Latency:  0.11277627944946289
ASR Result: no i don't mean i will drink like one or two drinks  | Latency:  0.12037229537963867
ASR Result: no i don't mean i will drink like one or two drinks you  | Latency:  0.11309218406677246
ASR Result: no i don't mean i will drink like one or two drinks you don't  | Latency:  0.12040138244628906
ASR Result: no i don't mean i will drink like one or two drinks you don't us  | Latency:  0.1242222785949707
ASR Result: no i don't mean i will drink like one or two drinks you don't usually  | Latency:  0.12522315979003906
ASR Result: no i don't mean i will drink like one or two drinks you don't usually  | Latency:  0.13562464714050293
ASR Result: no i don't mean i will drink like one or two drinks you don't usually  | Latency:  0.1444873809814453
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.15885543823242188
Avg latency: 0.13609663860217944
Processing audios/6.wav
ASR Result:   | Latency:  0.2146439552307129
ASR Result:   | Latency:  0.11067056655883789
ASR Result:   | Latency:  0.12894535064697266
ASR Result: yeah  | Latency:  0.5444560050964355
ASR Result: yeah that's  | Latency:  0.4821786880493164
ASR Result: yeah that's  | Latency:  0.42287302017211914
ASR Result: yeah that's it's  | Latency:  0.3618967533111572
ASR Result: yeah that's it's  | Latency:  0.2753169536590576
ASR Result: yeah that's it's where  | Latency:  0.19126677513122559
