Processing audios/0.wav
ASR Result:   | Latency:  0.08591413497924805
ASR Result:   | Latency:  0.16884112358093262
ASR Result:   | Latency:  0.17797064781188965
ASR Result: well  | Latency:  0.16181421279907227
ASR Result: well they laid  | Latency:  0.13873529434204102
ASR Result: well they laid  | Latency:  0.1301710605621338
ASR Result: well they laid off  | Latency:  0.12207627296447754
ASR Result: well they laid off nur  | Latency:  0.10908150672912598
ASR Result: well they laid off nurses  | Latency:  0.08463835716247559
ASR Result: well they laid off nurses is  | Latency:  0.15978765487670898
ASR Result: well they laid off nurses is what they  | Latency:  0.14531660079956055
ASR Result: well they laid off nurses is what they did  | Latency:  0.1240084171295166
ASR Result: well they laid off nurses is what they did  | Latency:  0.11411309242248535
ASR Result: well they laid off nurses is what they did  | Latency:  0.1026618480682373
ASR Result: well they laid off nurses is what they did  | Latency:  0.08304882049560547
ASR Result: well they laid off nurses is what they did you know  | Latency:  0.169158935546875
ASR Result: well they laid off nurses is what they did you know  | Latency:  0.1452491283416748
ASR Result: well they laid off nurses is what they did you know  | Latency:  0.12666034698486328
ASR Result: well they laid off nurses is what they did you know everybody  | Latency:  0.11966323852539062
ASR Result: well they laid off nurses is what they did you know everybody else  | Latency:  0.09726095199584961
ASR Result: well they laid off nurses is what they did you know everybody else  | Latency:  0.0870664119720459
ASR Result: well they laid off nurses is what they did you know everybody else  | Latency:  0.1870861053466797
ASR Result: well they laid off nurses is what they did you know everybody else got  | Latency:  0.18401479721069336
ASR Result: well they laid off nurses is what they did you know everybody else got  | Latency:  0.18048429489135742
ASR Result: well they laid off nurses is what they did you know everybody else got  | Latency:  0.17708849906921387
ASR Result: well they laid off nurses is what they did you know everybody else got  | Latency:  0.1703956127166748
ASR Result: well they laid off nurses is what they did you know everybody else got was  | Latency:  0.16118454933166504
ASR Result: well they laid off nurses is what they did you know everybody else got was  | Latency:  0.17093920707702637
ASR Result: well they laid off nurses is what they did you know everybody else got was uh  | Latency:  0.15320539474487305
ASR Result: well they laid off nurses is what they did you know everybody else got was uh  | Latency:  0.17504310607910156
ASR Result: well they laid off nurses is what they did you know everybody else got was uh  | Latency:  0.17440438270568848
ASR Result: well they laid off nurses is what they did you know everybody else got was uh  | Latency:  0.1669025421142578
ASR Result: well they laid off nurses is what they did you know everybody else got was uh full  | Latency:  0.17557621002197266
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully  | Latency:  0.16047954559326172
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected  | Latency:  0.162855863571167
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but  | Latency:  0.1643528938293457
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but  | Latency:  0.15259981155395508
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but  | Latency:  0.1498410701751709
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot  | Latency:  0.16278672218322754
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of  | Latency:  0.151900053024292
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurs  | Latency:  0.16029143333435059
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses  | Latency:  0.16732382774353027
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking  | Latency:  0.1760399341583252
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the  | Latency:  0.18653607368469238
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits  | Latency:  0.19408583641052246
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now  | Latency:  0.20682477951049805
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so  | Latency:  0.1107325553894043
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so  | Latency:  0.1142725944519043
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so  | Latency:  0.11696100234985352
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so  | Latency:  0.5780668258666992
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so  | Latency:  0.4853556156158447
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so should  | Latency:  0.40860486030578613
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so should be  | Latency:  0.31137990951538086
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so should be interesting  | Latency:  0.23766183853149414
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so should be interesting  | Latency:  0.10819149017333984
ASR Result: well they laid off nurses is what they did you know everybody else got was uh fully protected but a lot of nurses are taking the hits now so should be interesting  | Latency:  0.09437179565429688
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.19163870811462402
Avg latency: 0.16987224210772597
Processing audios/4.wav
ASR Result:   | Latency:  0.09406375885009766
ASR Result:   | Latency:  0.10525798797607422
ASR Result:   | Latency:  0.11204218864440918
ASR Result:   | Latency:  0.12438106536865234
ASR Result: no  | Latency:  0.13204503059387207
ASR Result: no  | Latency:  0.14416098594665527
ASR Result: no  | Latency:  0.15638470649719238
ASR Result: no i  | Latency:  0.17133045196533203
ASR Result: no i don't  | Latency:  0.18123269081115723
ASR Result: no i don't  | Latency:  0.19014596939086914
ASR Result: no i don't mean  | Latency:  0.21102571487426758
ASR Result: no i don't mean  | Latency:  0.19986915588378906
ASR Result: no i don't mean  | Latency:  0.11475801467895508
ASR Result: no i don't mean  | Latency:  0.1194145679473877
ASR Result: no i don't mean  | Latency:  0.1521308422088623
ASR Result: no i don't mean i  | Latency:  0.1618204116821289
