Processing audios/8.wav
ASR Result:   | Latency:  0.12305855751037598
ASR Result:   | Latency:  0.20982837677001953
ASR Result:   | Latency:  0.14524602890014648
ASR Result:   | Latency:  0.2119128704071045
ASR Result:   | Latency:  0.14896440505981445
ASR Result:   | Latency:  0.2066357135772705
ASR Result:   | Latency:  0.15937209129333496
ASR Result:   | Latency:  0.21430110931396484
ASR Result:   | Latency:  0.15754103660583496
ASR Result:   | Latency:  0.21480965614318848
ASR Result:   | Latency:  0.20055294036865234
ASR Result:   | Latency:  0.1535489559173584
ASR Result:   | Latency:  0.20830321311950684
ASR Result:   | Latency:  0.16010046005249023
ASR Result:   | Latency:  0.22793889045715332
ASR Result: only  | Latency:  0.1718425750732422
ASR Result: only male  | Latency:  0.2483196258544922
ASR Result: only male when  | Latency:  0.1949152946472168
ASR Result: only male when the  | Latency:  0.27995824813842773
ASR Result: only male when the class  | Latency:  0.22958707809448242
ASR Result: only male when the class  | Latency:  0.1891791820526123
ASR Result: only male when the class was  | Latency:  0.28551220893859863
ASR Result: only male when the class was incre  | Latency:  0.24098801612854004
ASR Result: only male when the class was incredibly  | Latency:  0.19011664390563965
ASR Result: only male when the class was incredibly eye  | Latency:  0.2907593250274658
ASR Result: only male when the class was incredibly eye open  | Latency:  0.22838044166564941
ASR Result: only male when the class was incredibly eye opening  | Latency:  0.17911458015441895
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.28247570991516113
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.24198698997497559
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.18835926055908203
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.26820898056030273
ASR Result: only male when the class was incredibly eye opening for me and  | Latency:  0.2082068920135498
ASR Result: only male when the class was incredibly eye opening for me and  | Latency:  0.16025185585021973
ASR Result: only male when the class was incredibly eye opening for me and that  | Latency:  0.23642253875732422
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.17942452430725098
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.2537229061126709
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.20419764518737793
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.14220643043518066
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.20101261138916016
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.15050244331359863
ASR Result: only male when the class was incredibly eye opening for me and that was great  | Latency:  0.24516987800598145
ASR Result: only male when the class was incredibly eye opening for me and that was great  | Latency:  0.18991351127624512
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.2610921859741211
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.2080247402191162
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.15144896507263184
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.22794055938720703
ASR Result: only male when the class was incredibly eye opening for me and that was great my said  | Latency:  0.16430330276489258
ASR Result: only male when the class was incredibly eye opening for me and that was great my said  | Latency:  0.2318429946899414
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know  | Latency:  0.17740631103515625
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know  | Latency:  0.26518678665161133
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're  | Latency:  0.22687792778015137
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested  | Latency:  0.18711018562316895
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in  | Latency:  0.2799983024597168
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in  | Latency:  0.2522461414337158
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in  | Latency:  0.21485471725463867
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're  | Latency:  0.18373322486877441
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know  | Latency:  0.28171658515930176
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but  | Latency:  0.24915695190429688
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you  | Latency:  0.2011568546295166
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you  | Latency:  0.16087865829467773
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you  | Latency:  0.27944421768188477
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to  | Latency:  0.23874258995056152
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go  | Latency:  0.19574785232543945
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go  | Latency:  0.2909276485443115
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you  | Latency:  0.2646501064300537
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take  | Latency:  0.20779871940612793
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for  | Latency:  0.17318201065063477
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for  | Latency:  0.2714114189147949
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did  | Latency:  0.22777557373046875
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did  | Latency:  0.18324065208435059
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it  | Latency:  0.27733373641967773
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it  | Latency:  0.23113369941711426
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it was  | Latency:  0.18478751182556152
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it was great  | Latency:  0.2849001884460449
Sending EOS
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it was great  | Latency:  0.24607634544372559
ASR Result: END_OF_STREAM  | Latency:  0.18927550315856934
Avg latency: 0.21439806411140844
Processing audios/8.wav
ASR Result:   | Latency:  0.13962793350219727
ASR Result:   | Latency:  0.22430729866027832
ASR Result:   | Latency:  0.17927217483520508
ASR Result:   | Latency:  0.24501562118530273
ASR Result:   | Latency:  0.1879289150238037
ASR Result:   | Latency:  0.27675914764404297
ASR Result:   | Latency:  0.21855783462524414
ASR Result:   | Latency:  0.15285420417785645
ASR Result:   | Latency:  0.2268352508544922
ASR Result:   | Latency:  0.17195701599121094
ASR Result:   | Latency:  0.21953487396240234
ASR Result:   | Latency:  0.1537771224975586
ASR Result:   | Latency:  0.21800804138183594
ASR Result:   | Latency:  0.15220284461975098
ASR Result:   | Latency:  0.23272395133972168
ASR Result: only  | Latency:  0.17815232276916504
ASR Result: only male  | Latency:  0.25041866302490234
ASR Result: only male when  | Latency:  0.20748567581176758
ASR Result: only male when the  | Latency:  0.1442737579345703
ASR Result: only male when the class  | Latency:  0.26115989685058594
ASR Result: only male when the class  | Latency:  0.21019363403320312
ASR Result: only male when the class was  | Latency:  0.1463019847869873
ASR Result: only male when the class was incre  | Latency:  0.2547190189361572
ASR Result: only male when the class was incredibly  | Latency:  0.20798563957214355
ASR Result: only male when the class was incredibly eye  | Latency:  0.1588115692138672
ASR Result: only male when the class was incredibly eye open  | Latency:  0.3053708076477051
ASR Result: only male when the class was incredibly eye opening  | Latency:  0.27158665657043457
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.22333407402038574
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.17522764205932617
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.2811405658721924
ASR Result: only male when the class was incredibly eye opening for me  | Latency:  0.23271465301513672
ASR Result: only male when the class was incredibly eye opening for me and  | Latency:  0.18755674362182617
ASR Result: only male when the class was incredibly eye opening for me and  | Latency:  0.3117225170135498
ASR Result: only male when the class was incredibly eye opening for me and that  | Latency:  0.2830808162689209
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.24440550804138184
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.1979062557220459
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.1417689323425293
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.2421426773071289
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.21297526359558105
ASR Result: only male when the class was incredibly eye opening for me and that was  | Latency:  0.16107773780822754
ASR Result: only male when the class was incredibly eye opening for me and that was great  | Latency:  0.2596778869628906
ASR Result: only male when the class was incredibly eye opening for me and that was great  | Latency:  0.21275544166564941
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.1695706844329834
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.2680165767669678
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.20636963844299316
ASR Result: only male when the class was incredibly eye opening for me and that was great my  | Latency:  0.13854146003723145
ASR Result: only male when the class was incredibly eye opening for me and that was great my said  | Latency:  0.2545044422149658
ASR Result: only male when the class was incredibly eye opening for me and that was great my said  | Latency:  0.20094561576843262
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know  | Latency:  0.14356660842895508
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know  | Latency:  0.27167177200317383
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're  | Latency:  0.22092628479003906
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested  | Latency:  0.16978096961975098
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in  | Latency:  0.2592895030975342
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in  | Latency:  0.2003159523010254
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in  | Latency:  0.1481645107269287
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're  | Latency:  0.23530292510986328
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know  | Latency:  0.1736598014831543
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but  | Latency:  0.2681884765625
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you  | Latency:  0.2277374267578125
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you  | Latency:  0.1975841522216797
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you  | Latency:  0.15125012397766113
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to  | Latency:  0.24944543838500977
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go  | Latency:  0.17383456230163574
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go  | Latency:  0.23909306526184082
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you  | Latency:  0.16733670234680176
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take  | Latency:  0.24824094772338867
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for  | Latency:  0.16840291023254395
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for  | Latency:  0.24888157844543457
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did  | Latency:  0.16989374160766602
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did  | Latency:  0.24977445602416992
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it  | Latency:  0.17170023918151855
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it  | Latency:  0.2543025016784668
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it was  | Latency:  0.1846327781677246
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it was great  | Latency:  0.2778925895690918
Sending EOS
ASR Result: only male when the class was incredibly eye opening for me and that was great my said you know you're interested in you're well know but you you need to go you take for i did it was great  | Latency:  0.21766209602355957
ASR Result: END_OF_STREAM  | Latency:  0.15983963012695312
Avg latency: 0.21278869478326096
Processing audios/0.wav
ASR Result:   | Latency:  0.1495823860168457
ASR Result:   | Latency:  0.2693750858306885
ASR Result: would have  | Latency:  0.22403240203857422
ASR Result: would have a  | Latency:  0.1773989200592041
ASR Result: would have a great  | Latency:  0.27640485763549805
ASR Result: would have a great role  | Latency:  0.22913622856140137
ASR Result: would have a great role  | Latency:  0.18326663970947266
ASR Result: would have a great role  | Latency:  0.27779173851013184
ASR Result: would have a great role teach  | Latency:  0.6643445491790771
ASR Result: would have a great role teaching  | Latency:  0.6137628555297852
ASR Result: would have a great role teaching  | Latency:  0.5621824264526367
ASR Result: would have a great role teaching  | Latency:  0.5214622020721436
ASR Result: would have a great role teaching  | Latency:  0.45014190673828125
ASR Result: would have a great role teaching  | Latency:  0.37795042991638184
ASR Result: would have a great role teaching  | Latency:  0.31383800506591797
ASR Result: would have a great role teaching so  | Latency:  0.2594757080078125
ASR Result: would have a great role teaching so  | Latency:  0.20959711074829102
ASR Result: would have a great role teaching so i thought  | Latency:  0.16180706024169922
ASR Result: would have a great role teaching so i thought  | Latency:  0.22806644439697266
ASR Result: would have a great role teaching so i thought  | Latency:  0.18248867988586426
ASR Result: would have a great role teaching so i thought  | Latency:  0.2587285041809082
ASR Result: would have a great role teaching so i thought  | Latency:  0.22084426879882812
ASR Result: would have a great role teaching so i thought  | Latency:  0.17806243896484375
ASR Result: would have a great role teaching so i thought they  | Latency:  0.28037309646606445
ASR Result: would have a great role teaching so i thought they gave  | Latency:  0.2521994113922119
ASR Result: would have a great role teaching so i thought they gave me  | Latency:  0.21368837356567383
ASR Result: would have a great role teaching so i thought they gave me  | Latency:  0.16517925262451172
ASR Result: would have a great role teaching so i thought they gave me permission  | Latency:  0.2583327293395996
ASR Result: would have a great role teaching so i thought they gave me permission  | Latency:  0.22077322006225586
ASR Result: would have a great role teaching so i thought they gave me permission  | Latency:  0.17239785194396973
ASR Result: would have a great role teaching so i thought they gave me permission  | Latency:  0.23899054527282715
ASR Result: would have a great role teaching so i thought they gave me permission  | Latency:  0.19344210624694824
ASR Result: would have a great role teaching so i thought they gave me permission i think  | Latency:  0.2704586982727051
ASR Result: would have a great role teaching so i thought they gave me permission i think  | Latency:  0.21819806098937988
ASR Result: would have a great role teaching so i thought they gave me permission i think  | Latency:  0.17019200325012207
ASR Result: would have a great role teaching so i thought they gave me permission i think  | Latency:  0.24617743492126465
ASR Result: would have a great role teaching so i thought they gave me permission i think  | Latency:  0.21064996719360352
ASR Result: would have a great role teaching so i thought they gave me permission i think me  | Latency:  0.16164827346801758
ASR Result: would have a great role teaching so i thought they gave me permission i think me  | Latency:  0.25458574295043945
ASR Result: would have a great role teaching so i thought they gave me permission i think me  | Latency:  0.2092580795288086
ASR Result: would have a great role teaching so i thought they gave me permission i think me in one  | Latency:  0.18176484107971191
