Processing audios/2.wav
ASR Result:   | Latency:  0.0804898738861084
ASR Result:   | Latency:  0.14490962028503418
ASR Result:   | Latency:  0.11408472061157227
ASR Result: so  | Latency:  0.07395267486572266
ASR Result: so  | Latency:  0.13329577445983887
ASR Result: so and  | Latency:  0.08059430122375488
ASR Result: so and and  | Latency:  0.08052515983581543
ASR Result: so and and i  | Latency:  0.08029317855834961
ASR Result: so and and i want to  | Latency:  0.39995670318603516
ASR Result: so and and i want to go  | Latency:  0.294173002243042
ASR Result: so and and i want to go  | Latency:  0.18386507034301758
ASR Result: so and and i want to go if  | Latency:  0.1629042625427246
ASR Result: so and and i want to go if  | Latency:  0.1554889678955078
ASR Result: so and and i want to go if  | Latency:  0.15985512733459473
ASR Result: so and and i want to go if i do  | Latency:  0.07979249954223633
ASR Result: so and and i want to go if i do go  | Latency:  0.0837404727935791
ASR Result: so and and i want to go if i do go to  | Latency:  0.15585565567016602
ASR Result: so and and i want to go if i do go to sco  | Latency:  0.08125519752502441
ASR Result: so and and i want to go if i do go to sco  | Latency:  0.1528949737548828
ASR Result: so and and i want to go if i do go to sco you know  | Latency:  0.157151460647583
ASR Result: so and and i want to go if i do go to sco you know i  | Latency:  0.12365174293518066
ASR Result: so and and i want to go if i do go to sco you know i just vis  | Latency:  0.12183809280395508
ASR Result: so and and i want to go if i do go to sco you know i just visit  | Latency:  0.13497686386108398
ASR Result: so and and i want to go if i do go to sco you know i just visit some  | Latency:  0.1351478099822998
ASR Result: so and and i want to go if i do go to sco you know i just visit some cast  | Latency:  0.13365554809570312
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles  | Latency:  0.13343548774719238
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and  | Latency:  0.13200092315673828
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.1371607780456543
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.10169601440429688
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.15574336051940918
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff  | Latency:  0.13182401657104492
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think  | Latency:  0.09882497787475586
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think  | Latency:  0.16629838943481445
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd  | Latency:  0.1405034065246582
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd be  | Latency:  0.11416912078857422
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd be awes  | Latency:  0.17487883567810059
ASR Result: so and and i want to go if i do go to sco you know i just visit some castles and stuff i think that'd be awesome  | Latency:  0.16210722923278809
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.12615489959716797
Processing audios/4.wav
ASR Result:   | Latency:  0.18918871879577637
ASR Result:   | Latency:  0.18552041053771973
ASR Result:   | Latency:  0.17180252075195312
ASR Result:   | Latency:  0.1389787197113037
ASR Result:   | Latency:  0.47730517387390137
ASR Result:   | Latency:  0.38506150245666504
ASR Result:   | Latency:  0.29281163215637207
ASR Result:   | Latency:  0.19246602058410645
ASR Result:   | Latency:  0.18096661567687988
ASR Result:   | Latency:  0.15306615829467773
ASR Result:   | Latency:  0.1295177936553955
ASR Result:   | Latency:  0.10043573379516602
ASR Result:   | Latency:  0.08605194091796875
ASR Result:   | Latency:  0.17850399017333984
ASR Result: i'm not  | Latency:  0.15378308296203613
ASR Result: i'm not sure  | Latency:  0.13510441780090332
ASR Result: i'm not sure  | Latency:  0.12180423736572266
ASR Result: i'm not sure  | Latency:  0.11268353462219238
ASR Result: i'm not sure where  | Latency:  0.10399365425109863
ASR Result: i'm not sure where  | Latency:  0.10077428817749023
ASR Result: i'm not sure where where  | Latency:  0.09606218338012695
ASR Result: i'm not sure where where'll  | Latency:  0.09195971488952637
ASR Result: i'm not sure where where'll be  | Latency:  0.16815733909606934
ASR Result: i'm not sure where where'll be going  | Latency:  0.16254568099975586
ASR Result: i'm not sure where where'll be going yet  | Latency:  0.1512899398803711
ASR Result: i'm not sure where where'll be going yet but  | Latency:  0.14322161674499512
ASR Result: i'm not sure where where'll be going yet but i  | Latency:  0.12103009223937988
ASR Result: i'm not sure where where'll be going yet but i should  | Latency:  0.10373234748840332
ASR Result: i'm not sure where where'll be going yet but i should  | Latency:  0.07733154296875
ASR Result: i'm not sure where where'll be going yet but i should find  | Latency:  0.17395949363708496
ASR Result: i'm not sure where where'll be going yet but i should find  | Latency:  0.15746688842773438
ASR Result: i'm not sure where where'll be going yet but i should find out  | Latency:  0.1419990062713623
ASR Result: i'm not sure where where'll be going yet but i should find out in  | Latency:  0.13040852546691895
ASR Result: i'm not sure where where'll be going yet but i should find out in a  | Latency:  0.12407922744750977
ASR Result: i'm not sure where where'll be going yet but i should find out in a month  | Latency:  0.11803483963012695
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.10338044166564941
Processing audios/1.wav
ASR Result:   | Latency:  0.09608650207519531
ASR Result:   | Latency:  0.0991063117980957
ASR Result: so  | Latency:  0.12019205093383789
ASR Result: so  | Latency:  0.10371065139770508
ASR Result: so  | Latency:  0.09604930877685547
ASR Result: so and  | Latency:  0.09308195114135742
ASR Result: so and  | Latency:  0.1901531219482422
ASR Result: so and  | Latency:  0.20712041854858398
ASR Result: so and  | Latency:  0.19137239456176758
ASR Result: so and and  | Latency:  0.19103002548217773
ASR Result: so and and  | Latency:  0.19408512115478516
ASR Result: so and and uh  | Latency:  0.19388937950134277
ASR Result: so and and uh  | Latency:  0.19380545616149902
ASR Result: so and and uh i  | Latency:  0.20183515548706055
