Processing audios/7.wav
ASR Result:   | Latency:  0.09877157211303711
ASR Result:   | Latency:  0.5101184844970703
ASR Result:   | Latency:  0.5120828151702881
ASR Result:   | Latency:  0.5174860954284668
ASR Result:   | Latency:  0.5285201072692871
ASR Result: it was  | Latency:  0.5370910167694092
ASR Result: it was just  | Latency:  0.5528569221496582
ASR Result: it was just called  | Latency:  0.5602900981903076
ASR Result: it was just called  | Latency:  0.5785651206970215
ASR Result: it was just called  | Latency:  0.5798089504241943
ASR Result: it was just called  | Latency:  0.5909428596496582
ASR Result: it was just called  | Latency:  0.601489782333374
ASR Result: it was just called  | Latency:  0.6074802875518799
ASR Result: it was just called history  | Latency:  0.6150109767913818
ASR Result: it was just called history which is  | Latency:  0.6221902370452881
ASR Result: it was just called history which is kind of  | Latency:  0.6374180316925049
ASR Result: it was just called history which is kind of a  | Latency:  0.6464765071868896
ASR Result: it was just called history which is kind of a general  | Latency:  0.6518797874450684
ASR Result: it was just called history which is kind of a general surve  | Latency:  0.6680490970611572
ASR Result: it was just called history which is kind of a general survey  | Latency:  0.686138391494751
ASR Result: it was just called history which is kind of a general survey  | Latency:  0.7075698375701904
ASR Result: it was just called history which is kind of a general survey course of  | Latency:  0.728499174118042
ASR Result: it was just called history which is kind of a general survey course of  | Latency:  0.7414517402648926
ASR Result: it was just called history which is kind of a general survey course of you  | Latency:  0.7561628818511963
ASR Result: it was just called history which is kind of a general survey course of you know  | Latency:  0.7722771167755127
ASR Result: it was just called history which is kind of a general survey course of you know just  | Latency:  0.7973144054412842
ASR Result: it was just called history which is kind of a general survey course of you know just women  | Latency:  0.8144688606262207
ASR Result: it was just called history which is kind of a general survey course of you know just women  | Latency:  0.8296694755554199
ASR Result: it was just called history which is kind of a general survey course of you know just women's pro  | Latency:  0.8556265830993652
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress  | Latency:  0.880692720413208
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through  | Latency:  0.9019374847412109
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history  | Latency:  0.925581693649292
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.9452919960021973
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.9628860950469971
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.9842431545257568
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.999117374420166
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from  | Latency:  1.010772943496704
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women  | Latency:  1.025329828262329
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's  | Latency:  1.0391170978546143
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective  | Latency:  1.0581459999084473
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective  | Latency:  1.0731956958770752
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that  | Latency:  1.0932085514068604
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you  | Latency:  1.109917402267456
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you  | Latency:  1.130368709564209
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't  | Latency:  1.1511154174804688
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get  | Latency:  1.167161226272583
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that  | Latency:  1.1892950534820557
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that  | Latency:  1.2167987823486328
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that norm  | Latency:  1.2323698997497559
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal  | Latency:  1.252223253250122
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history  | Latency:  1.2648661136627197
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history class  | Latency:  1.278639793395996
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes  | Latency:  1.2945280075073242
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes  | Latency:  1.3082635402679443
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes  | Latency:  1.3288986682891846
Sending EOS
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes  | Latency:  1.3401002883911133
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes  | Latency:  1.3549540042877197
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes so  | Latency:  1.371830940246582
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes so it was  | Latency:  1.3877036571502686
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes so it was great  | Latency:  1.3971176147460938
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you don't get that normal history classes so it was great  | Latency:  1.4088983535766602
ASR Result: END_OF_STREAM  | Latency:  1.4138469696044922
Avg latency: 0.9161955733453074
Processing audios/7.wav
ASR Result:   | Latency:  0.21760320663452148
ASR Result:   | Latency:  0.23327183723449707
ASR Result:   | Latency:  0.24997401237487793
ASR Result:   | Latency:  0.2725985050201416
ASR Result:   | Latency:  0.2954823970794678
ASR Result: it was  | Latency:  0.32003068923950195
ASR Result: it was just  | Latency:  0.3480226993560791
ASR Result: it was just called  | Latency:  0.36687350273132324
ASR Result: it was just called  | Latency:  0.39374852180480957
ASR Result: it was just called  | Latency:  0.4102611541748047
ASR Result: it was just called  | Latency:  0.42923760414123535
ASR Result: it was just called  | Latency:  0.45162057876586914
ASR Result: it was just called  | Latency:  0.47224998474121094
ASR Result: it was just called history  | Latency:  0.4885597229003906
