Processing audios/7.wav
ASR Result:   | Latency:  0.0938718318939209
ASR Result:   | Latency:  0.17833948135375977
ASR Result:   | Latency:  0.16487765312194824
ASR Result:   | Latency:  0.14842748641967773
ASR Result:   | Latency:  0.13291287422180176
ASR Result: it was  | Latency:  0.1213226318359375
ASR Result: it was just  | Latency:  0.11623334884643555
ASR Result: it was just called  | Latency:  0.10974955558776855
ASR Result: it was just called  | Latency:  0.09448051452636719
ASR Result: it was just called  | Latency:  0.18718171119689941
ASR Result: it was just called  | Latency:  0.17290878295898438
ASR Result: it was just called  | Latency:  0.16007518768310547
ASR Result: it was just called  | Latency:  0.14043402671813965
ASR Result: it was just called history  | Latency:  0.13623666763305664
ASR Result: it was just called history which is  | Latency:  0.14131999015808105
ASR Result: it was just called history which is kind of  | Latency:  0.13407492637634277
ASR Result: it was just called history which is kind of a  | Latency:  0.12831449508666992
ASR Result: it was just called history which is kind of a general  | Latency:  0.13463139533996582
ASR Result: it was just called history which is kind of a general surve  | Latency:  0.1447896957397461
ASR Result: it was just called history which is kind of a general survey  | Latency:  0.14295220375061035
ASR Result: it was just called history which is kind of a general survey  | Latency:  0.15027093887329102
ASR Result: it was just called history which is kind of a general survey course of  | Latency:  0.15128254890441895
ASR Result: it was just called history which is kind of a general survey course of  | Latency:  0.1505756378173828
ASR Result: it was just called history which is kind of a general survey course of you  | Latency:  0.14396429061889648
ASR Result: it was just called history which is kind of a general survey course of you know  | Latency:  0.14470410346984863
ASR Result: it was just called history which is kind of a general survey course of you know just  | Latency:  0.15237951278686523
ASR Result: it was just called history which is kind of a general survey course of you know just women  | Latency:  0.15833044052124023
ASR Result: it was just called history which is kind of a general survey course of you know just women  | Latency:  0.15257501602172852
ASR Result: it was just called history which is kind of a general survey course of you know just women's pro  | Latency:  0.1416339874267578
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress  | Latency:  0.13967084884643555
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through  | Latency:  0.1368424892425537
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history  | Latency:  0.13403558731079102
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.13895797729492188
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.14011907577514648
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.14422178268432617
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that  | Latency:  0.14473891258239746
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from  | Latency:  0.14593815803527832
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women  | Latency:  0.1549086570739746
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's  | Latency:  0.16268420219421387
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective  | Latency:  0.193314790725708
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective  | Latency:  0.19521307945251465
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that  | Latency:  0.20871329307556152
ASR Result: it was just called history which is kind of a general survey course of you know just women's progress through history that from women's perspective that you  | Latency:  0.11461710929870605
