Processing audios/4.wav
ASR Result:   | Latency:  0.10172104835510254
ASR Result:   | Latency:  0.10054707527160645
ASR Result:   | Latency:  0.10056900978088379
ASR Result:   | Latency:  0.10074353218078613
ASR Result:   | Latency:  0.10084152221679688
ASR Result:   | Latency:  0.10971522331237793
ASR Result:   | Latency:  0.11224865913391113
ASR Result:   | Latency:  0.1476118564605713
ASR Result:   | Latency:  0.1593179702758789
ASR Result:   | Latency:  0.15805840492248535
ASR Result:   | Latency:  0.1641833782196045
ASR Result:   | Latency:  0.17392897605895996
ASR Result:   | Latency:  0.17839765548706055
ASR Result:   | Latency:  0.17698407173156738
ASR Result: i'm not  | Latency:  0.1792914867401123
ASR Result: i'm not sure  | Latency:  0.18300962448120117
ASR Result: i'm not sure  | Latency:  0.18694782257080078
ASR Result: i'm not sure  | Latency:  0.1845722198486328
ASR Result: i'm not sure where  | Latency:  0.177992582321167
ASR Result: i'm not sure where  | Latency:  0.17481541633605957
ASR Result: i'm not sure where where  | Latency:  0.1859416961669922
ASR Result: i'm not sure where where'll  | Latency:  0.21279072761535645
ASR Result: i'm not sure where where'll be  | Latency:  0.12801861763000488
ASR Result: i'm not sure where where'll be going  | Latency:  0.1301412582397461
ASR Result: i'm not sure where where'll be going yet  | Latency:  0.13705992698669434
ASR Result: i'm not sure where where'll be going yet but  | Latency:  0.15189552307128906
ASR Result: i'm not sure where where'll be going yet but i  | Latency:  0.16076135635375977
ASR Result: i'm not sure where where'll be going yet but i should  | Latency:  0.16317272186279297
ASR Result: i'm not sure where where'll be going yet but i should  | Latency:  0.16702771186828613
ASR Result: i'm not sure where where'll be going yet but i should find  | Latency:  0.18047022819519043
ASR Result: i'm not sure where where'll be going yet but i should find  | Latency:  0.20856332778930664
ASR Result: i'm not sure where where'll be going yet but i should find out  | Latency:  0.11791563034057617
ASR Result: i'm not sure where where'll be going yet but i should find out in  | Latency:  0.12555575370788574
ASR Result: i'm not sure where where'll be going yet but i should find out in a  | Latency:  0.1441025733947754
ASR Result: i'm not sure where where'll be going yet but i should find out in a month  | Latency:  0.15522098541259766
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.19937396049499512
Avg latency: 0.15387526485655043
Processing audios/8.wav
ASR Result:   | Latency:  0.10551214218139648
ASR Result:   | Latency:  0.13208246231079102
ASR Result:   | Latency:  0.17605876922607422
ASR Result:   | Latency:  0.2084057331085205
ASR Result:   | Latency:  0.11647248268127441
ASR Result:   | Latency:  0.18115639686584473
ASR Result:   | Latency:  0.20946621894836426
ASR Result:   | Latency:  0.13104796409606934
ASR Result:   | Latency:  0.26677584648132324
